Age,Arrival Service,Booking Services,Immediate Transfer,Lounge Service,Check-in Service,Boarding Service,Layover Service,Onboard Services,Baggage Service,Immigration Security,Call Center Service,Departure Delay,Arrival Delay,Total Delay,Age_log,Arrival Delay_log,Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Eco,Class_Leisure,Satisfaction_Satisfied
40,1,5,4,5,1,2,3,2,1,2,1,0,11.0,11.0,3.713572066704308,2.4849066497880004,True,False,False,False,False,True
22,5,5,4,2,5,5,1,1,4,2,2,0,0.0,0.0,3.1354942159291497,0.0,False,False,False,False,False,True
46,4,1,1,4,1,4,3,4,5,2,3,10,16.0,26.0,3.8501476017100584,2.833213344056216,True,False,False,False,False,True
52,4,5,1,1,4,5,5,4,3,5,3,17,53.0,70.0,3.970291913552122,3.9889840465642745,False,False,False,False,False,True
39,5,3,5,3,2,1,2,4,5,5,5,4,0.0,4.0,3.6888794541139363,0.0,True,False,False,False,False,True
52,1,2,2,3,4,4,4,1,4,3,4,0,0.0,0.0,3.970291913552122,0.0,True,False,False,False,False,True
44,4,2,4,3,3,3,4,3,2,2,1,0,0.0,0.0,3.8066624897703196,0.0,False,False,False,False,False,True
24,3,5,5,1,2,4,3,5,2,3,1,23,23.0,46.0,3.2188758248682006,3.1780538303479458,False,True,False,True,False,False
16,5,4,4,4,3,3,4,1,5,5,2,21,15.0,36.0,2.833213344056216,2.772588722239781,True,False,True,False,True,False
48,2,5,1,5,3,3,1,2,5,1,3,0,0.0,0.0,3.8918202981106265,0.0,True,False,False,False,False,True
40,2,5,5,2,2,4,2,1,2,3,1,4,13.0,17.0,3.713572066704308,2.6390573296152584,True,True,False,False,False,False
47,1,1,5,3,3,3,3,2,3,5,1,0,0.0,0.0,3.871201010907891,0.0,True,False,False,True,False,True
43,3,4,5,1,1,5,2,1,4,2,4,1,0.0,1.0,3.784189633918261,0.0,False,True,False,True,False,False
22,4,5,2,2,5,5,2,2,3,5,1,0,0.0,0.0,3.1354942159291497,0.0,False,True,False,True,False,True
23,2,3,5,4,2,4,3,4,2,1,2,8,4.0,12.0,3.1780538303479458,1.6094379124341003,False,True,False,False,False,True
37,1,2,4,1,4,3,4,3,4,2,1,39,43.0,82.0,3.6375861597263857,3.784189633918261,False,False,False,True,False,False
39,3,3,2,1,4,1,2,5,1,5,1,0,0.0,0.0,3.6888794541139363,0.0,True,False,True,True,False,True
39,3,3,4,2,5,4,5,3,4,3,2,0,5.0,5.0,3.6888794541139363,1.791759469228055,True,False,True,True,False,False
26,1,3,5,2,4,3,5,1,3,1,2,0,0.0,0.0,3.295836866004329,0.0,True,False,False,True,False,True
53,1,4,5,3,5,3,4,5,3,3,4,56,62.0,118.0,3.9889840465642745,4.143134726391533,False,False,False,False,False,True
37,4,4,4,4,1,3,5,3,4,2,4,0,0.0,0.0,3.6375861597263857,0.0,True,False,False,False,False,True
20,1,4,3,2,4,1,2,5,5,4,4,2,0.0,2.0,3.044522437723423,0.0,True,False,True,True,False,False
34,4,2,5,3,4,5,5,4,4,2,4,0,17.0,17.0,3.5553480614894135,2.8903717578961645,False,False,False,False,False,True
50,4,1,5,3,1,2,1,3,2,5,1,0,0.0,0.0,3.9318256327243257,0.0,True,False,False,True,False,True
22,5,5,2,2,4,1,5,5,4,1,2,0,0.0,0.0,3.1354942159291497,0.0,False,False,True,False,True,True
28,3,5,4,1,4,2,1,5,3,3,1,0,0.0,0.0,3.367295829986474,0.0,True,False,True,True,False,True
28,3,1,5,1,1,5,5,5,5,5,1,10,17.0,27.0,3.367295829986474,2.8903717578961645,False,False,False,False,False,False
10,3,5,4,1,1,3,2,5,5,1,3,0,0.0,0.0,2.3978952727983707,0.0,False,False,True,True,False,True
22,5,3,2,3,1,2,5,2,5,3,4,0,0.0,0.0,3.1354942159291497,0.0,False,True,False,False,False,True
31,4,2,4,1,4,2,5,2,1,4,3,0,0.0,0.0,3.4657359027997265,0.0,True,False,True,True,False,False
15,4,5,4,4,5,1,5,2,3,2,5,0,0.0,0.0,2.772588722239781,0.0,False,False,True,True,False,False
72,1,2,2,1,5,5,2,4,5,1,5,0,0.0,0.0,4.290459441148391,0.0,False,True,False,True,False,False
46,5,1,5,1,2,4,4,4,5,1,2,0,0.0,0.0,3.8501476017100584,0.0,False,False,False,False,False,True
60,1,5,4,3,2,2,4,3,3,5,3,4,4.0,8.0,4.110873864173311,1.6094379124341003,True,False,False,False,False,True
61,5,2,3,5,4,1,1,2,1,2,2,0,0.0,0.0,4.127134385045092,0.0,False,False,False,False,True,True
35,1,3,5,4,4,3,5,3,5,3,2,0,0.0,0.0,3.58351893845611,0.0,True,False,False,False,False,True
29,2,3,2,3,5,5,2,5,5,2,4,96,88.0,184.0,3.4011973816621555,4.48863636973214,False,False,False,False,False,True
51,3,1,1,4,3,3,3,1,3,2,5,0,0.0,0.0,3.9512437185814275,0.0,True,False,False,False,False,True
27,3,4,3,4,2,3,1,5,3,1,3,0,0.0,0.0,3.332204510175204,0.0,False,True,False,True,False,False
10,4,5,5,1,5,4,3,3,4,4,3,31,26.0,57.0,2.3978952727983707,3.295836866004329,False,False,True,True,False,False
37,2,3,2,4,4,2,2,1,1,3,1,2,0.0,2.0,3.6375861597263857,0.0,False,False,True,True,False,False
9,3,3,3,1,2,4,5,4,2,4,4,0,65.0,65.0,2.302585092994046,4.189654742026425,False,False,True,True,False,False
46,4,1,5,4,2,1,4,1,2,4,2,13,0.0,13.0,3.8501476017100584,0.0,True,False,False,False,False,True
41,2,3,1,5,2,4,5,5,2,5,4,0,0.0,0.0,3.7376696182833684,0.0,True,False,False,True,False,True
37,3,5,5,4,4,1,2,3,2,2,5,0,0.0,0.0,3.6375861597263857,0.0,False,True,False,False,True,False
45,1,1,1,2,5,2,2,2,2,3,1,0,0.0,0.0,3.828641396489095,0.0,True,False,False,False,False,True
55,5,2,1,1,3,2,1,5,1,5,3,0,0.0,0.0,4.02535169073515,0.0,True,False,False,False,False,True
43,2,1,4,5,4,4,1,3,3,3,5,62,38.0,100.0,3.784189633918261,3.6635616461296463,True,False,False,False,False,True
19,4,5,2,1,2,3,2,5,3,3,2,0,0.0,0.0,2.995732273553991,0.0,False,False,True,True,False,False
33,2,5,4,5,1,4,2,1,2,4,1,0,0.0,0.0,3.5263605246161616,0.0,False,False,False,False,False,True
51,4,2,1,1,5,5,2,4,1,1,4,28,20.0,48.0,3.9512437185814275,3.044522437723423,False,False,False,False,False,True
23,2,1,2,2,4,2,1,1,4,4,3,65,63.0,128.0,3.1780538303479458,4.1588830833596715,False,True,False,False,False,False
42,4,5,2,2,2,5,1,2,4,2,1,0,0.0,0.0,3.7612001156935624,0.0,True,False,False,False,False,True
45,3,5,2,5,3,5,2,3,4,3,4,5,0.0,5.0,3.828641396489095,0.0,True,False,False,False,False,True
12,1,2,3,3,2,5,3,1,1,2,2,0,10.0,10.0,2.5649493574615367,2.3978952727983707,False,False,False,False,False,False
53,3,4,5,1,2,3,5,3,5,3,3,59,56.0,115.0,3.9889840465642745,4.04305126783455,True,False,False,True,False,True
32,1,1,1,3,4,2,3,5,4,2,2,0,4.0,4.0,3.4965075614664802,1.6094379124341003,True,False,False,False,False,False
30,3,5,2,4,3,2,1,1,3,2,5,0,3.0,3.0,3.4339872044851463,1.3862943611198906,False,False,False,False,False,True
32,3,3,3,2,1,2,1,1,2,4,1,0,0.0,0.0,3.4965075614664802,0.0,False,True,False,False,False,False
52,2,2,3,1,4,4,3,2,5,3,1,0,7.0,7.0,3.970291913552122,2.0794415416798357,True,False,False,False,False,True
29,5,4,1,2,5,1,3,1,2,3,2,61,99.0,160.0,3.4011973816621555,4.605170185988092,False,False,False,True,False,True
36,4,4,4,4,3,2,4,4,3,2,3,1,7.0,8.0,3.6109179126442243,2.0794415416798357,False,True,False,False,False,False
32,4,2,3,5,1,3,3,3,2,1,1,0,0.0,0.0,3.4965075614664802,0.0,False,False,False,True,False,True
9,4,4,1,1,1,3,3,5,1,2,4,13,4.0,17.0,2.302585092994046,1.6094379124341003,False,False,True,False,True,False
43,1,5,3,1,3,1,4,4,1,2,2,40,49.0,89.0,3.784189633918261,3.912023005428146,True,False,False,False,False,True
16,4,4,1,1,5,4,5,4,3,1,3,29,30.0,59.0,2.833213344056216,3.4339872044851463,True,False,True,True,False,False
32,4,1,2,5,2,3,3,1,4,1,5,49,41.0,90.0,3.4965075614664802,3.7376696182833684,False,False,False,False,False,True
43,2,3,4,2,4,1,3,4,4,4,3,0,0.0,0.0,3.784189633918261,0.0,True,False,False,False,False,True
41,3,5,3,5,5,3,1,5,2,2,1,12,5.0,17.0,3.7376696182833684,1.791759469228055,True,False,False,False,False,True
39,4,2,3,2,1,1,5,4,3,3,1,0,0.0,0.0,3.6888794541139363,0.0,False,False,False,False,False,True
46,5,3,3,1,5,3,3,4,3,5,3,4,9.0,13.0,3.8501476017100584,2.302585092994046,False,False,False,False,False,True
37,4,5,5,5,2,4,3,1,1,1,5,2,5.0,7.0,3.6375861597263857,1.791759469228055,True,False,False,False,False,True
40,1,3,5,4,5,4,3,3,4,4,5,0,0.0,0.0,3.713572066704308,0.0,True,False,False,False,False,True
37,1,4,2,5,5,3,2,3,4,2,2,6,5.0,11.0,3.6375861597263857,1.791759469228055,False,False,False,False,True,False
49,1,2,3,2,1,3,2,2,5,2,3,28,19.0,47.0,3.912023005428146,2.995732273553991,False,False,False,False,False,True
51,4,2,4,1,5,5,5,3,1,4,5,29,20.0,49.0,3.9512437185814275,3.044522437723423,True,False,False,False,False,True
45,2,1,5,2,4,2,1,4,4,4,4,0,4.0,4.0,3.828641396489095,1.6094379124341003,False,False,False,False,False,True
13,5,4,1,3,3,4,5,2,4,2,4,1,0.0,1.0,2.6390573296152584,0.0,True,False,True,True,False,False
40,4,1,1,1,1,3,4,2,2,2,2,1,0.0,1.0,3.713572066704308,0.0,True,False,False,False,False,True
15,2,1,1,4,3,2,3,1,4,3,4,0,0.0,0.0,2.772588722239781,0.0,False,False,False,False,False,True
38,2,4,2,4,5,3,5,2,2,1,5,7,12.0,19.0,3.6635616461296463,2.5649493574615367,True,False,False,True,False,True
59,4,5,3,3,2,2,3,1,4,3,3,55,44.0,99.0,4.0943445622221,3.8066624897703196,False,False,False,False,False,True
51,4,1,3,2,1,2,5,5,2,3,2,20,0.0,20.0,3.9512437185814275,0.0,True,False,False,True,False,True
54,2,3,5,4,5,4,4,2,1,5,5,0,0.0,0.0,4.007333185232471,0.0,True,False,False,True,False,True
32,2,5,1,2,5,5,3,1,2,2,3,0,0.0,0.0,3.4965075614664802,0.0,False,False,True,False,True,True
52,2,4,2,1,2,1,2,5,4,4,2,34,31.0,65.0,3.970291913552122,3.4657359027997265,True,False,False,False,False,True
49,4,2,4,5,5,3,3,5,1,3,5,19,4.0,23.0,3.912023005428146,1.6094379124341003,True,False,False,False,False,True
42,2,5,3,1,4,2,2,1,3,2,5,5,7.0,12.0,3.7612001156935624,2.0794415416798357,True,False,False,False,False,True
29,1,1,3,2,2,5,1,2,4,5,4,10,16.0,26.0,3.4011973816621555,2.833213344056216,False,False,False,False,False,True
23,4,3,2,3,1,2,2,5,4,3,3,0,0.0,0.0,3.1780538303479458,0.0,True,False,True,True,False,False
47,1,4,5,1,1,3,5,3,5,1,3,4,0.0,4.0,3.871201010907891,0.0,True,False,True,False,False,False
59,3,2,2,4,3,1,3,3,5,5,1,0,59.0,59.0,4.0943445622221,4.0943445622221,False,False,False,False,False,True
57,4,3,5,1,4,4,3,2,1,4,5,14,21.0,35.0,4.060443010546419,3.091042453358316,True,False,False,False,False,True
39,3,2,3,1,4,1,5,5,3,1,1,3,7.0,10.0,3.6888794541139363,2.0794415416798357,True,False,False,False,False,True
38,2,4,5,1,1,4,3,1,2,4,2,7,3.0,10.0,3.6635616461296463,1.3862943611198906,False,False,False,False,False,True
36,2,5,5,3,5,2,4,2,5,1,3,3,0.0,3.0,3.6109179126442243,0.0,False,False,False,False,True,True
25,5,1,5,2,4,5,3,3,3,4,1,62,68.0,130.0,3.258096538021482,4.23410650459726,True,True,False,True,False,True
34,2,4,5,3,4,4,3,5,3,1,4,0,0.0,0.0,3.5553480614894135,0.0,False,False,False,False,False,True
19,3,3,1,4,5,2,1,3,1,4,3,0,25.0,25.0,2.995732273553991,3.258096538021482,True,True,False,True,False,False
39,2,5,1,2,2,3,3,4,2,2,2,6,51.0,57.0,3.6888794541139363,3.9512437185814275,False,False,True,True,False,False
36,4,2,1,4,5,3,3,4,1,1,3,3,0.0,3.0,3.6109179126442243,0.0,False,False,False,False,False,True
27,2,5,1,2,3,5,4,1,3,1,2,0,0.0,0.0,3.332204510175204,0.0,False,True,False,True,False,False
23,5,5,2,2,3,5,2,1,2,4,1,14,1.0,15.0,3.1780538303479458,0.6931471805599453,True,True,False,True,False,True
36,2,3,4,1,1,3,2,1,4,1,4,0,0.0,0.0,3.6109179126442243,0.0,False,False,False,True,False,True
55,3,1,5,1,2,3,3,5,5,2,1,0,0.0,0.0,4.02535169073515,0.0,False,False,False,False,False,True
16,3,5,2,3,4,4,2,1,2,1,3,0,0.0,0.0,2.833213344056216,0.0,True,True,False,True,False,True
51,2,5,1,2,1,5,1,3,5,4,4,88,41.0,129.0,3.9512437185814275,3.7376696182833684,False,False,False,False,False,False
32,3,1,5,4,1,3,1,2,4,5,3,25,36.0,61.0,3.4965075614664802,3.6109179126442243,False,False,False,True,False,True
49,3,1,4,1,4,4,2,4,1,1,2,12,0.0,12.0,3.912023005428146,0.0,False,False,True,True,False,False
55,5,2,5,4,4,2,1,1,1,4,4,0,0.0,0.0,4.02535169073515,0.0,False,False,True,True,False,True
51,4,2,3,1,5,5,3,1,3,1,1,25,18.0,43.0,3.9512437185814275,2.9444389791664403,True,False,False,True,False,True
44,5,1,3,2,3,5,2,2,1,5,3,0,0.0,0.0,3.8066624897703196,0.0,False,False,False,False,False,True
51,1,4,2,4,4,3,4,2,2,1,4,0,0.0,0.0,3.9512437185814275,0.0,False,False,True,False,True,True
48,5,1,4,3,5,3,3,1,5,1,3,0,0.0,0.0,3.8918202981106265,0.0,False,False,False,False,False,True
49,2,2,2,3,3,3,3,2,2,2,2,4,21.0,25.0,3.912023005428146,3.091042453358316,True,False,False,False,False,True
21,4,3,5,3,2,3,3,1,5,1,2,6,0.0,6.0,3.091042453358316,0.0,False,True,False,True,False,False
39,2,3,4,1,2,1,2,4,4,1,4,82,82.0,164.0,3.6888794541139363,4.418840607796598,True,False,False,False,False,True
56,1,5,2,1,2,3,4,3,5,5,3,0,0.0,0.0,4.04305126783455,0.0,False,False,True,True,False,True
25,4,3,5,3,4,2,4,5,3,3,4,0,0.0,0.0,3.258096538021482,0.0,False,False,False,True,False,True
37,3,2,1,4,3,3,4,2,1,1,3,56,79.0,135.0,3.6375861597263857,4.382026634673881,True,False,False,False,False,True
56,5,3,5,1,3,3,2,4,2,3,2,20,3.0,23.0,4.04305126783455,1.3862943611198906,False,False,False,False,False,True
32,2,4,2,3,2,2,1,4,2,4,4,0,0.0,0.0,3.4965075614664802,0.0,True,False,False,False,False,True
56,1,1,4,1,1,4,3,2,1,2,5,0,0.0,0.0,4.04305126783455,0.0,True,False,False,True,False,True
27,3,1,4,5,3,2,3,4,4,2,5,0,0.0,0.0,3.332204510175204,0.0,True,False,True,True,False,False
28,5,2,1,4,3,5,1,1,5,4,3,8,21.0,29.0,3.367295829986474,3.091042453358316,True,False,False,False,False,False
50,3,5,2,2,5,2,2,5,2,3,5,0,0.0,0.0,3.9318256327243257,0.0,True,False,False,False,False,True
63,5,1,1,4,2,5,4,1,3,4,1,0,0.0,0.0,4.1588830833596715,0.0,True,False,False,True,False,True
51,4,3,3,2,1,1,2,2,2,2,4,0,0.0,0.0,3.9512437185814275,0.0,False,False,False,False,False,True
65,3,4,5,3,5,2,1,1,1,2,2,0,0.0,0.0,4.189654742026425,0.0,True,False,True,True,False,True
20,3,5,3,1,1,4,5,2,3,4,4,0,0.0,0.0,3.044522437723423,0.0,True,False,True,True,False,True
40,3,5,3,3,1,1,5,2,4,4,5,29,49.0,78.0,3.713572066704308,3.912023005428146,True,False,False,True,False,False
52,4,5,1,2,1,3,1,4,2,5,3,13,8.0,21.0,3.970291913552122,2.1972245773362196,True,False,False,False,False,True
43,1,1,1,5,4,4,1,2,5,4,2,0,0.0,0.0,3.784189633918261,0.0,False,False,False,True,False,True
29,5,5,5,2,3,2,4,3,3,2,3,0,6.0,6.0,3.4011973816621555,1.9459101490553132,False,False,False,False,False,True
46,3,2,1,1,3,2,3,3,2,5,1,0,0.0,0.0,3.8501476017100584,0.0,True,False,False,False,False,True
40,4,3,1,5,5,4,4,4,5,1,4,0,0.0,0.0,3.713572066704308,0.0,False,False,False,False,False,True
59,1,4,1,1,1,3,3,2,3,3,4,4,17.0,21.0,4.0943445622221,2.8903717578961645,False,False,False,True,False,True
27,5,3,1,5,1,3,4,5,5,5,5,49,34.0,83.0,3.332204510175204,3.5553480614894135,False,False,False,False,False,True
39,4,2,1,1,3,1,2,5,3,2,1,0,0.0,0.0,3.6888794541139363,0.0,False,False,False,False,False,True
38,5,2,3,2,1,4,3,5,5,4,3,0,0.0,0.0,3.6635616461296463,0.0,False,False,False,False,False,True
48,3,3,3,2,1,5,4,1,5,4,1,0,13.91689653,13.91689653,3.8918202981106265,2.7024945657664268,False,False,False,False,False,True
53,1,1,5,2,1,4,1,5,2,5,4,0,0.0,0.0,3.9889840465642745,0.0,False,False,False,True,False,True
18,4,2,4,2,2,3,4,2,3,4,1,0,0.0,0.0,2.9444389791664403,0.0,False,False,True,True,False,False
45,1,5,5,5,2,3,2,4,4,4,2,27,23.0,50.0,3.828641396489095,3.1780538303479458,True,False,True,True,False,False
47,3,4,2,4,2,1,1,4,5,1,4,0,0.0,0.0,3.871201010907891,0.0,True,False,False,False,False,True
58,1,4,5,4,5,4,3,5,2,5,2,0,0.0,0.0,4.07753744390572,0.0,False,False,False,False,False,True
35,1,2,5,3,1,2,1,1,2,2,3,65,83.0,148.0,3.58351893845611,4.430816798843313,True,False,False,False,False,True
40,2,5,1,4,2,5,4,2,3,5,3,29,32.0,61.0,3.713572066704308,3.4965075614664802,True,False,False,False,False,True
44,1,3,1,3,2,4,2,2,2,2,2,16,11.0,27.0,3.8066624897703196,2.4849066497880004,True,False,False,False,False,True
25,5,4,1,2,4,5,4,5,1,2,3,17,0.0,17.0,3.258096538021482,0.0,False,True,False,True,False,False
26,4,5,4,1,5,4,4,1,5,2,2,30,32.0,62.0,3.295836866004329,3.4965075614664802,True,False,False,False,False,False
55,2,5,1,4,2,3,5,1,3,2,5,0,0.0,0.0,4.02535169073515,0.0,False,False,False,True,False,True
23,4,1,2,4,2,5,2,2,1,3,3,0,0.0,0.0,3.1780538303479458,0.0,False,True,False,True,False,True
52,4,2,3,2,2,4,1,1,5,1,4,0,1.0,1.0,3.970291913552122,0.6931471805599453,True,False,False,False,False,True
55,3,5,2,2,4,2,5,5,3,1,2,40,56.0,96.0,4.02535169073515,4.04305126783455,False,False,False,False,False,True
51,3,3,4,4,4,3,1,4,3,5,5,0,0.0,0.0,3.9512437185814275,0.0,True,False,False,False,True,True
55,2,4,1,2,5,2,1,4,4,1,1,95,41.0,136.0,4.02535169073515,3.7376696182833684,True,False,False,False,False,True
39,3,1,5,4,1,1,3,1,2,3,3,0,7.0,7.0,3.6888794541139363,2.0794415416798357,True,False,False,False,False,True
57,3,3,3,1,1,1,3,4,3,1,2,0,0.0,0.0,4.060443010546419,0.0,False,False,False,False,False,True
44,3,4,4,1,5,1,2,4,2,3,2,3,0.0,3.0,3.8066624897703196,0.0,True,False,False,False,False,True
31,4,2,2,3,1,3,2,5,1,1,4,0,0.0,0.0,3.4657359027997265,0.0,False,False,False,False,False,True
46,2,3,1,4,3,2,4,2,2,2,5,0,0.0,0.0,3.8501476017100584,0.0,True,False,False,False,False,True
34,4,4,4,1,1,4,2,5,4,1,2,0,3.0,3.0,3.5553480614894135,1.3862943611198906,False,False,False,False,False,True
20,5,1,4,1,4,3,2,1,1,3,1,19,13.0,32.0,3.044522437723423,2.6390573296152584,True,True,False,False,False,True
53,4,4,5,5,4,4,3,1,4,3,4,0,0.0,0.0,3.9889840465642745,0.0,False,False,False,False,False,True
41,5,5,5,1,2,3,5,2,4,2,4,0,3.0,3.0,3.7376696182833684,1.3862943611198906,False,False,False,False,False,True
22,1,1,5,3,4,5,3,4,1,2,2,1,7.0,8.0,3.1354942159291497,2.0794415416798357,False,True,False,False,True,True
57,1,3,2,1,3,1,2,1,4,5,3,0,11.0,11.0,4.060443010546419,2.4849066497880004,False,False,False,False,False,True
18,5,2,5,2,3,1,4,2,5,4,4,5,0.0,5.0,2.9444389791664403,0.0,False,False,False,True,False,False
40,5,1,4,5,3,5,4,2,2,4,3,0,0.0,0.0,3.713572066704308,0.0,False,False,False,False,False,True
67,4,1,4,4,2,2,4,5,1,4,2,54,55.0,109.0,4.219507705176107,4.02535169073515,False,False,True,True,False,False
46,5,1,4,3,1,1,3,2,4,1,5,0,0.0,0.0,3.8501476017100584,0.0,False,False,False,False,False,True
29,2,4,3,1,2,1,4,5,1,1,3,0,0.0,0.0,3.4011973816621555,0.0,True,False,True,True,False,False
36,1,5,3,4,4,2,2,3,4,2,3,0,0.0,0.0,3.6109179126442243,0.0,True,False,False,True,False,True
29,1,2,2,1,3,2,3,1,2,3,4,24,9.0,33.0,3.4011973816621555,2.302585092994046,True,False,False,False,False,True
11,5,2,5,5,2,5,2,4,3,3,3,0,0.0,0.0,2.4849066497880004,0.0,True,False,True,True,False,False
45,3,5,4,4,2,1,5,1,2,5,5,5,0.0,5.0,3.828641396489095,0.0,False,False,False,True,False,True
50,3,4,5,2,3,5,2,1,4,4,5,0,0.0,0.0,3.9318256327243257,0.0,False,False,True,False,True,False
17,5,4,4,2,5,3,5,4,4,5,1,7,39.0,46.0,2.8903717578961645,3.6888794541139363,False,False,True,True,False,False
9,2,5,3,4,3,2,5,4,4,1,3,0,0.0,0.0,2.302585092994046,0.0,False,False,True,True,False,False
42,3,5,4,2,5,2,1,5,1,2,4,0,0.0,0.0,3.7612001156935624,0.0,True,False,False,False,False,True
49,5,3,2,3,3,1,1,4,1,5,2,5,0.0,5.0,3.912023005428146,0.0,False,False,False,False,False,True
28,2,4,1,5,1,4,2,5,1,1,3,23,77.0,100.0,3.367295829986474,4.356708826689592,False,True,False,False,False,False
27,2,1,4,3,5,5,5,5,3,3,2,0,0.0,0.0,3.332204510175204,0.0,False,False,False,False,False,False
24,4,2,2,4,5,2,3,5,4,4,5,0,0.0,0.0,3.2188758248682006,0.0,True,False,True,True,False,False
42,2,4,3,3,2,2,3,2,5,1,5,6,0.0,6.0,3.7612001156935624,0.0,False,False,False,False,False,True
24,3,5,3,5,5,1,4,1,1,2,5,3,0.0,3.0,3.2188758248682006,0.0,True,True,False,True,False,True
50,3,1,1,5,4,1,4,1,1,3,1,0,4.0,4.0,3.9318256327243257,1.6094379124341003,True,False,False,False,False,True
32,5,3,5,4,2,4,3,2,4,3,4,0,0.0,0.0,3.4965075614664802,0.0,False,False,False,False,False,True
53,5,3,5,3,2,3,1,4,3,4,1,14,0.0,14.0,3.9889840465642745,0.0,True,False,False,False,False,True
62,2,1,4,5,1,3,5,5,5,5,2,50,39.0,89.0,4.143134726391533,3.6888794541139363,False,False,False,False,False,False
25,1,1,3,4,2,1,2,2,1,2,5,0,0.0,0.0,3.258096538021482,0.0,False,True,False,False,True,True
42,4,5,2,5,2,4,3,5,2,2,5,0,0.0,0.0,3.7612001156935624,0.0,False,False,False,False,False,True
43,1,5,1,1,4,1,3,3,5,5,1,13,8.0,21.0,3.784189633918261,2.1972245773362196,False,False,False,False,False,False
34,2,2,5,1,2,3,1,1,5,3,3,28,21.0,49.0,3.5553480614894135,3.091042453358316,True,False,False,False,False,True
52,2,2,4,5,5,5,4,1,5,1,2,0,0.0,0.0,3.970291913552122,0.0,True,False,False,False,False,True
35,1,3,4,4,1,2,5,1,5,5,1,18,14.0,32.0,3.58351893845611,2.70805020110221,True,False,False,False,False,False
59,4,1,3,1,4,2,2,5,5,5,1,0,0.0,0.0,4.0943445622221,0.0,False,False,True,True,False,True
54,1,3,2,5,3,4,1,4,4,2,3,0,0.0,0.0,4.007333185232471,0.0,True,False,False,False,False,True
39,5,5,2,2,3,3,4,1,5,3,5,99,64.0,163.0,3.6888794541139363,4.174387269895637,False,False,False,False,True,False
46,3,4,5,3,3,4,2,1,5,4,3,0,0.0,0.0,3.8501476017100584,0.0,True,False,False,False,False,True
21,5,5,4,5,4,4,2,5,2,1,4,0,0.0,0.0,3.091042453358316,0.0,True,False,True,False,True,False
52,3,4,3,1,3,4,1,4,3,2,1,0,0.0,0.0,3.970291913552122,0.0,False,False,False,False,False,True
36,2,1,2,5,5,2,2,1,3,5,2,2,0.0,2.0,3.6109179126442243,0.0,True,False,False,False,False,True
25,4,1,4,4,3,4,4,5,1,4,3,12,12.0,24.0,3.258096538021482,2.5649493574615367,True,True,False,True,False,False
35,1,1,2,1,3,3,3,1,1,5,2,9,21.0,30.0,3.58351893845611,3.091042453358316,True,False,False,False,False,True
53,4,2,1,4,1,3,4,2,4,3,2,0,0.0,0.0,3.9889840465642745,0.0,True,False,False,False,False,True
56,1,2,2,4,3,5,1,2,5,1,4,21,18.0,39.0,4.04305126783455,2.9444389791664403,True,False,True,True,False,False
50,5,4,2,4,3,3,2,1,3,2,3,19,12.0,31.0,3.9318256327243257,2.5649493574615367,True,False,False,False,False,True
12,5,3,4,5,2,2,3,5,1,1,2,0,0.0,0.0,2.5649493574615367,0.0,False,False,True,True,False,True
56,1,3,2,1,5,3,5,5,3,5,5,0,0.0,0.0,4.04305126783455,0.0,False,False,False,False,False,True
22,4,4,2,4,4,1,4,5,3,3,1,0,0.0,0.0,3.1354942159291497,0.0,False,True,False,False,False,True
25,1,2,1,2,1,4,5,4,3,1,2,0,13.0,13.0,3.258096538021482,2.6390573296152584,False,True,False,True,False,False
62,2,5,2,3,4,5,1,3,1,2,3,37,92.0,129.0,4.143134726391533,4.532599493153256,True,False,True,True,False,False
47,5,4,2,5,3,1,1,5,5,4,1,4,0.0,4.0,3.871201010907891,0.0,True,False,False,False,False,True
54,2,3,4,2,2,3,5,5,1,5,1,2,2.0,4.0,4.007333185232471,1.0986122886681098,False,False,False,False,False,True
60,5,4,3,1,3,3,3,1,3,4,1,6,0.0,6.0,4.110873864173311,0.0,True,False,False,False,False,True
53,5,4,1,3,3,4,2,5,5,2,4,44,41.0,85.0,3.9889840465642745,3.7376696182833684,False,False,True,True,False,True
60,3,1,2,4,1,4,5,3,3,2,4,0,0.0,0.0,4.110873864173311,0.0,True,False,False,False,False,True
44,2,2,3,2,1,2,3,1,3,2,4,6,8.0,14.0,3.8066624897703196,2.1972245773362196,False,False,False,True,False,True
56,2,1,4,2,4,5,2,5,2,2,5,0,0.0,0.0,4.04305126783455,0.0,False,False,True,True,False,True
54,3,2,1,4,3,2,5,3,1,5,5,27,20.0,47.0,4.007333185232471,3.044522437723423,False,False,False,False,False,True
44,4,4,4,4,4,3,5,1,5,5,5,0,0.0,0.0,3.8066624897703196,0.0,False,False,False,False,False,True
46,2,2,3,2,3,5,1,4,4,1,4,0,18.0,18.0,3.8501476017100584,2.9444389791664403,True,False,True,True,False,False
49,1,3,1,1,1,5,1,4,3,5,1,0,0.0,0.0,3.912023005428146,0.0,True,False,False,False,False,True
55,3,1,2,5,2,2,4,1,5,1,2,24,10.0,34.0,4.02535169073515,2.3978952727983707,False,False,False,False,True,False
25,2,4,3,1,4,3,2,3,3,1,4,92,96.0,188.0,3.258096538021482,4.574710978503383,True,False,True,True,False,False
18,4,3,4,1,4,3,2,3,2,3,5,0,0.0,0.0,2.9444389791664403,0.0,False,True,False,True,False,True
